time,Ohms,I,Tvti,Tsample,angle,Hdigit,Hanalog
5321.609379,-0.000533333333333,0.0001,96.936,113.999,0,4.9998,5.0276
5324.07052,-0.000254166666667,0.0001,96.9314,113.967,0,4.9998,5.0276
5326.637667,0.00128333333333,0.0001,96.9294,113.942,0,4.9998,5.0276
5329.13781,-0.000975,0.0001,96.9358,113.931,0,4.9998,5.0276
5331.59995,0.000283333333333,0.0001,96.9141,113.895,0,4.9998,5.0274
5334.060091,0.00162916666667,0.0001,96.9097,113.881,0,4.9998,5.0275
5336.620238,0.000129166666667,0.0001,96.9006,113.853,0,4.9998,5.0277
5339.049376,0.000845833333333,0.0001,96.9061,113.831,0,4.9998,5.0275
5341.520518,-0.00275416666667,0.0001,96.9073,113.818,0,4.9998,5.0274
5344.108666,0.000125,0.0001,96.8974,113.78,0,4.9998,5.0277
5346.731816,-0.000975,0.0001,96.8963,113.758,0,4.9998,5.0276
5349.230959,-0.00135,0.0001,96.8653,113.739,0,4.9998,5.0276
5351.6911,0.0007625,0.0001,96.8788,113.722,0,4.9998,5.0277
5354.15324,0.000679166666667,0.0001,96.8708,113.693,0,4.9998,5.0275
5356.618381,-0.0023,0.0001,96.8639,113.667,0,4.9998,5.0276
5359.079522,0.000804166666667,0.0001,96.8623,113.651,0,4.9998,5.0276
5361.539663,-0.0013625,0.0001,96.8532,113.629,0,4.9998,5.0277
5364.001804,0.000191666666667,0.0001,96.9231,113.613,0,4.9998,5.0276
5366.461944,-0.00184583333333,0.0001,97.2238,113.587,0,4.9998,5.0276
5368.926085,0.000254166666667,0.0001,97.4565,113.565,0,4.9998,5.0276
5371.395227,0.000716666666667,0.0001,97.671,113.535,0,4.9998,5.0275
5373.848367,-0.00276666666667,0.0001,97.7881,113.53,0,4.9998,5.0277
5376.313508,0.000583333333333,0.0001,97.9765,113.493,0,4.9998,5.0277
5378.880655,0.001625,0.0001,98.1266,113.474,0,4.9998,5.0275
5381.322794,0.00252916666667,0.0001,98.2615,113.454,0,4.9998,5.0273
5383.799936,-0.00180833333333,0.0001,98.3945,113.432,0,4.9998,5.0276
5386.279078,-0.000779166666667,0.0001,98.4998,113.414,0,4.9998,5.0275
5388.742219,0.0011125,0.0001,98.6008,113.39,0,4.9998,5.0276
5391.20636,0.00142083333333,0.0001,98.7819,113.366,0,4.9998,5.0274
5393.668501,-0.00117916666667,0.0001,98.8683,113.347,0,4.9998,5.0276
5396.131641,-0.00132916666667,0.0001,98.9851,113.322,0,4.9998,5.0276
5398.592782,0.000129166666667,0.0001,99.0838,113.312,0,4.9998,5.0275
5401.054923,0.000725,0.0001,99.1886,113.292,0,4.9998,5.0276
5403.519064,-0.00195833333333,0.0001,99.2765,113.27,0,4.9998,5.0276
