time,Ohms,I,Tvti,Tsample,angle,Hdigit,Hanalog
5.532317,0.000479166666667,0.0001,69.4578,77.0169,0,6.9999,7.0327
7.990457,0.0003375,0.0001,69.4237,77.0189,0,6.9999,7.0329
10.444598,0.0007125,0.0001,69.4467,77.0172,0,6.9999,7.0329
12.892738,-0.00197083333333,0.0001,69.4475,77.0237,0,6.9999,7.0329
15.347878,-0.0005625,0.0001,69.4519,77.0203,0,6.9999,7.0326
17.805019,0.000741666666667,0.0001,69.461,77.0242,0,6.9999,7.0328
20.263159,-0.00218333333333,0.0001,69.4329,77.019,0,6.9999,7.0327
22.7233,-0.000920833333333,0.0001,69.4409,77.0185,0,6.9999,7.0329
25.17044,0.0009375,0.0001,69.4462,77.02,0,6.9999,7.0327
27.61758,-0.00104583333333,0.0001,69.4619,77.0187,0,6.9999,7.0329
30.07272,0.00166666666667,0.0001,69.4444,77.0223,0,6.9999,7.0328
32.629866,-9.58333333333e-05,0.0001,69.4421,77.0171,0,6.9999,7.0329
35.119009,-0.000933333333333,0.0001,69.4361,77.0263,0,6.9999,7.0329
37.575149,5.83333333333e-05,0.0001,69.4428,77.0158,0,6.9999,7.0328
40.023289,-0.00181666666667,0.0001,69.4304,77.0156,0,6.9999,7.0328
42.48043,0.00095,0.0001,69.4327,77.0216,0,6.9999,7.0328
44.93457,0.00156666666667,0.0001,69.4317,77.0194,0,6.9999,7.0328
47.386711,-0.00235833333333,0.0001,69.4375,77.0231,0,6.9999,7.0327
49.842851,-0.00159583333333,0.0001,69.4568,77.0194,0,6.9999,7.0328
52.297991,-0.0009375,0.0001,69.4381,77.0189,0,6.9999,7.0328
54.750132,0.000108333333333,0.0001,69.4293,77.0209,0,6.9999,7.0329
57.200272,-0.00205,0.0001,69.4363,77.0157,0,6.9999,7.0328
59.656412,0.0001375,0.0001,69.4765,77.0159,0,6.9999,7.0327
62.107553,-0.00119583333333,0.0001,69.4629,77.0195,0,6.9999,7.0327
64.561693,0.00110833333333,0.0001,69.4521,77.0207,0,6.9999,7.0325
67.117839,-0.00108333333333,0.0001,69.4418,77.0164,0,6.9999,7.0327
69.539978,0.00101666666667,0.0001,69.4344,77.0208,0,6.9999,7.0327
71.988118,-8.33333333333e-06,0.0001,69.4617,77.0186,0,6.9999,7.0328
74.435258,0.00055,0.0001,69.4607,77.0212,0,6.9999,7.0327
76.891398,0.000675,0.0001,69.4376,77.0207,0,6.9999,7.033
79.345538,-0.000616666666667,0.0001,69.4238,77.0208,0,6.9999,7.0327
81.800679,-0.00108333333333,0.0001,69.427,77.0198,0,6.9999,7.0328
84.251819,-0.0017375,0.0001,69.4667,77.0205,0,6.9999,7.0329
86.698959,0.00187916666667,0.0001,69.4516,77.0241,0,6.9999,7.0328
89.150099,-0.001825,0.0001,69.4197,77.017,0,6.9999,7.0328
91.60524,-0.000845833333333,0.0001,69.4613,77.0185,0,6.9999,7.0328
94.05838,-0.0002125,0.0001,69.4396,77.0181,0,6.9999,7.0328
96.51252,0.0010875,0.0001,69.4411,77.017,0,6.9999,7.0329
99.073667,-0.000570833333333,0.0001,69.4489,77.0184,0,6.9999,7.0329
101.556809,-0.00116666666667,0.0001,69.4326,77.0152,0,6.9999,7.0329
104.007949,-0.000645833333333,0.0001,69.4475,77.0169,0,6.9999,7.0327
106.460089,0.0032875,0.0001,69.4348,77.0178,0,6.9999,7.0331
108.91523,0.00149166666667,0.0001,69.4224,77.0176,0,6.9999,7.0329
111.37037,-0.000258333333333,0.0001,69.4209,77.0194,0,6.9999,7.033
113.827511,4.58333333333e-05,0.0001,69.4518,77.0168,0,6.9999,7.0326
116.280651,-0.000708333333333,0.0001,69.4649,77.0185,0,6.9999,7.0327
118.733791,0.0003375,0.0001,69.4383,77.0198,0,6.9999,7.0327
121.181931,-1.66666666667e-05,0.0001,69.4564,77.0219,0,6.9999,7.0329
123.631071,-0.00119583333333,0.0001,69.4596,77.0178,0,6.9999,7.0327
126.083212,0.00109583333333,0.0001,69.4384,77.0158,0,6.9999,7.0328
128.542352,0.00164583333333,0.0001,69.4384,77.0167,0,6.9999,7.0328
130.994493,-0.001875,0.0001,69.4514,77.0223,0,6.9999,7.033
133.543638,0.00117916666667,0.0001,69.4462,77.0209,0,6.9999,7.0327
135.969777,-0.000429166666667,0.0001,69.4522,77.0157,0,6.9999,7.0329
138.427918,-0.00150833333333,0.0001,69.4544,77.0181,0,6.9999,7.0327
140.885058,0.0006625,0.0001,69.467,77.0231,0,6.9999,7.0327
143.335198,0.0012375,0.0001,69.4551,77.0142,0,6.9999,7.0328
145.788339,-0.000625,0.0001,69.449,77.0183,0,6.9999,7.0329
