time,Ohms,I,Tvti,Tsample,angle,Hdigit,Hanalog
5603.555505,9.5e-05,0.0001,108.471,133.953,0,0.4999,0.514
5605.973643,-0.001655,0.0001,108.475,133.918,0,0.4999,0.514
5608.331778,-6e-05,0.0001,108.471,133.882,0,0.4999,0.514
5610.745916,-0.00138,0.0001,108.468,133.832,0,0.4999,0.514
5613.101051,0.000245,0.0001,108.469,133.795,0,0.4999,0.514
5615.416183,-0.00016,0.0001,108.487,133.756,0,0.4999,0.514
5617.80132,-5.5e-05,0.0001,108.482,133.706,0,0.4999,0.514
5620.126453,0.00023,0.0001,108.5,133.673,0,0.4999,0.514
5622.463586,-9e-05,0.0001,108.516,133.648,0,0.4999,0.514
5624.787719,0.000795,0.0001,108.542,133.586,0,0.4999,0.514
5627.171856,-0.00025,0.0001,108.546,133.547,0,0.4999,0.5141
5629.555992,0.000105,0.0001,108.56,133.515,0,0.4999,0.514
5631.940128,0.000915,0.0001,108.595,133.472,0,0.4999,0.514
5634.365267,0.00025,0.0001,108.602,133.427,0,0.4999,0.514
5636.720402,9e-05,0.0001,108.622,133.386,0,0.4999,0.514
5639.104538,-0.00124,0.0001,108.649,133.343,0,0.4999,0.514
5641.490675,0.000305,0.0001,108.658,133.297,0,0.4999,0.514
5643.804807,-0.000575,0.0001,108.695,133.255,0,0.4999,0.514
5646.142941,0.0009,0.0001,108.714,133.219,0,0.4999,0.514
5648.528077,0.00015,0.0001,108.744,133.186,0,0.4999,0.514
5650.913214,-0.00058,0.0001,108.777,133.131,0,0.4999,0.514
5653.29835,0.001195,0.0001,108.809,133.105,0,0.4999,0.514
5655.725489,0.00021,0.0001,108.854,133.058,0,0.4999,0.514
5658.18763,-0.00049,0.0001,108.874,133.023,0,0.4999,0.514
5660.535764,-0.000805,0.0001,108.919,132.98,0,0.4999,0.514
5662.9209,0.00039,0.0001,108.943,132.923,0,0.4999,0.514
5665.409043,0.00125,0.0001,108.978,132.911,0,0.4999,0.514
5667.767178,-0.000215,0.0001,109.031,132.85,0,0.4999,0.514
5670.152314,0.00071,0.0001,109.068,132.822,0,0.4999,0.514
5672.53745,-0.001045,0.0001,109.115,132.779,0,0.4999,0.514
5674.863583,-2.5e-05,0.0001,109.145,132.742,0,0.4999,0.514
5677.25172,0.000575,0.0001,109.2,132.703,0,0.4999,0.514
5679.634856,-0.000935,0.0001,109.234,132.658,0,0.4999,0.514
5681.951989,0.001325,0.0001,109.255,132.634,0,0.4999,0.514
5684.271122,-0.0017,0.0001,109.311,132.58,0,0.4999,0.514
5686.589254,0.00023,0.0001,109.357,132.551,0,0.4999,0.514
5688.925388,0.000345,0.0001,109.398,132.513,0,0.4999,0.514
5691.310524,-0.00018,0.0001,109.441,132.472,0,0.4999,0.514
5693.694661,-0.000355,0.0001,109.484,132.432,0,0.4999,0.514
5696.010793,-8.5e-05,0.0001,109.543,132.398,0,0.4999,0.514
5698.395929,0.000595,0.0001,109.596,132.354,0,0.4999,0.514
5700.782066,9.5e-05,0.0001,109.63,132.311,0,0.4999,0.514
5703.169202,-0.00215,0.0001,109.684,132.286,0,0.4999,0.514
5705.487335,-0.00052,0.0001,109.727,132.25,0,0.4999,0.514
5707.803467,-8e-05,0.0001,109.765,132.212,0,0.4999,0.514
